Time,Latitude,Longitude,Magnitude,Depth (km),Place,Year
1970-01-01 00:28:22.270303986,53.278,-166.284,2.0,16.0,"68 km SSE of Unalaska, Alaska",1970
1970-01-01 00:28:22.270157873,67.987,-153.0996,2.1,2.4,"59 km WSW of Anaktuvuk Pass, Alaska",1970
1970-01-01 00:28:22.269211631,2.6627,128.2722,4.8,122.003,"107 km NNE of Tobelo, Indonesia",1970
1970-01-01 00:28:22.268873539,32.3623,141.9586,4.0,10.0,"Izu Islands, Japan region",1970
1970-01-01 00:28:22.266620090,-7.9464,127.5926,5.0,57.124,"91 km NE of Lospalos, Timor Leste",1970
1970-01-01 00:28:22.266539925,9.2079,126.0098,4.7,10.0,"2 km SSW of Carmen, Philippines",1970
1970-01-01 00:28:22.266488285,9.5142,126.1552,4.8,85.047,"23 km ESE of Socorro, Philippines",1970
1970-01-01 00:28:22.266262981,56.6841,-34.2813,4.5,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.266119770,19.2521667480469,-155.399505615234,2.13000011,31.5699996948242,"9 km ENE of Pāhala, Hawaii",1970
1970-01-01 00:28:22.265346946,-13.2835,167.0104,4.3,198.654,"87 km NW of Sola, Vanuatu",1970
1970-01-01 00:28:22.264110080,19.0018,-68.3578,3.56,50.0,"46 km N of Punta Cana, Dominican Republic",1970
1970-01-01 00:28:22.263895568,59.4716,-152.8824,2.1,93.8,"56 km WNW of Nanwalek, Alaska",1970
1970-01-01 00:28:22.263690041,-23.2722,-68.1134,4.4,130.463,"40 km SSE of San Pedro de Atacama, Chile",1970
1970-01-01 00:28:22.263050348,56.6066,-34.3686,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.262036043,36.5081,70.3729,4.3,194.47,"46 km E of Farkhār, Afghanistan",1970
1970-01-01 00:28:22.261759995,-25.1347,-179.202,4.4,404.311,south of the Fiji Islands,1970
1970-01-01 00:28:22.261682049,56.6979,-34.502,5.3,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.260843403,-17.6334,-69.6888,4.5,152.05,"32 km ENE of Palca, Peru",1970
1970-01-01 00:28:22.259710236,8.7595,127.2681,4.7,10.0,"106 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.258050283,-20.5135,168.8459,4.4,10.0,"116 km SSW of Isangel, Vanuatu",1970
1970-01-01 00:28:22.257705637,-24.3418,179.6967,4.1,560.377,south of the Fiji Islands,1970
1970-01-01 00:28:22.257523510,19.3011666666667,-155.3805,2.35,4.92,"14 km NE of Pāhala, Hawaii",1970
1970-01-01 00:28:22.257338374,8.9146,127.3104,4.2,10.0,"109 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.257235408,56.6552,-34.355,4.3,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.256858286,56.5687,-34.1564,4.7,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.256158049,63.4964,-147.942,2.0,5.5,"51 km ENE of Cantwell, Alaska",1970
1970-01-01 00:28:22.255704995,-24.3805,-67.3053,4.5,195.605,"101 km W of San Antonio de los Cobres, Argentina",1970
1970-01-01 00:28:22.255574694,-37.29,-71.033,4.2,160.731,"34 km WSW of Andacollo, Argentina",1970
1970-01-01 00:28:22.255501415,8.8229,126.9288,4.6,10.0,"68 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.252230246,56.6886,-34.3965,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.250955554,8.6511,127.2697,4.5,10.0,"106 km ENE of Barcelona, Philippines",1970
1970-01-01 00:28:22.250375583,54.7481,-161.207,4.3,49.617,"79 km ESE of King Cove, Alaska",1970
1970-01-01 00:28:22.250280908,8.7201,127.3417,4.6,10.0,"114 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.249843013,8.641,127.282,4.5,10.0,"107 km ENE of Barcelona, Philippines",1970
1970-01-01 00:28:22.249544742,-18.882,-177.3807,4.3,341.54,Fiji region,1970
1970-01-01 00:28:22.248776501,8.7373,127.2677,5.1,10.0,"106 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.248578279,8.7028,127.2892,4.4,10.0,"109 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.247624027,56.6299,-34.2961,4.8,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.247263909,3.4938,64.4393,4.4,10.0,Carlsberg Ridge,1970
1970-01-01 00:28:22.246698830,49.29816666666667,-120.52916666666668,2.04,-0.74,"17 km S of Princeton, Canada",1970
1970-01-01 00:28:22.246248045,42.9843,-96.9668,3.0,5.0,"11 km ESE of Wakonda, South Dakota",1970
1970-01-01 00:28:22.246151031,-35.5043,-105.1678,4.7,10.0,southern East Pacific Rise,1970
1970-01-01 00:28:22.245254690,35.7015,-121.0925,2.63,9.12,"11 km NE of San Simeon, CA",1970
1970-01-01 00:28:22.242491960,37.1968333333333,-89.0415,2.21,17.22,"4 km ENE of Olmsted, Illinois",1970
1970-01-01 00:28:22.242238230,32.4385,-115.4823333,2.26,14.21,"18 km SSE of Progreso, B.C., MX",1970
1970-01-01 00:28:22.242207809,56.6877,-34.3627,4.3,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.242048790,19.1761665344238,-155.484161376953,2.37,31.5499992370605,"3 km S of Pāhala, Hawaii",1970
1970-01-01 00:28:22.241875510,17.9895,-66.8571,3.37,14.0,"3 km SSE of Palomas, Puerto Rico",1970
1970-01-01 00:28:22.240616539,67.6339,-167.0168,2.7,20.4,"80 km S of Point Hope, Alaska",1970
1970-01-01 00:28:22.240129020,18.0151666666667,-66.8063333333333,2.39,17.31,"1 km WSW of Guayanilla, Puerto Rico",1970
1970-01-01 00:28:22.239579981,43.6428,-105.3025,3.1,0.0,"19 km SE of Wright, Wyoming",1970
1970-01-01 00:28:22.237930672,-4.4103,139.4579,5.0,10.356,"193 km NE of Agats, Indonesia",1970
1970-01-01 00:28:22.237667294,31.669,-104.192,2.2,6.3886,"54 km NW of Toyah, Texas",1970
1970-01-01 00:28:22.236678271,40.1666,-98.3057,3.5,5.0,"10 km NNE of Guide Rock, Nebraska",1970
1970-01-01 00:28:22.236489015,9.5164,126.7283,4.2,39.677,"64 km ENE of Cortes, Philippines",1970
1970-01-01 00:28:22.236017560,37.4816667,-118.8291667,2.27,1.69,"16 km SW of Toms Place, CA",1970
1970-01-01 00:28:22.234394432,-8.895,119.0625,4.2,121.134,"37 km SSE of Sape, Indonesia",1970
1970-01-01 00:28:22.233641959,52.9276,160.0507,4.2,55.511,"96 km E of Petropavlovsk-Kamchatsky, Russia",1970
1970-01-01 00:28:22.232567842,-63.5703,-166.7843,5.3,10.0,Pacific-Antarctic Ridge,1970
1970-01-01 00:28:22.231655681,8.7042,127.32,4.5,10.0,"112 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.230530571,8.0653,126.4982,4.4,69.608,"9 km ENE of Lingig, Philippines",1970
1970-01-01 00:28:22.230367214,7.9177,126.8763,4.9,33.159,"43 km NE of Kinablangan, Philippines",1970
1970-01-01 00:28:22.227828044,59.293,-153.733,2.0,107.0,"52 km SE of Pope-Vannoy Landing, Alaska",1970
1970-01-01 00:28:22.226790708,59.5306,-152.9645,2.2,97.0,"62 km WNW of Nanwalek, Alaska",1970
1970-01-01 00:28:22.226037820,18.1895,-66.0736666666667,2.41,15.0,"4 km ENE of Bayamon, Puerto Rico",1970
1970-01-01 00:28:22.225671639,20.051,145.3106,4.2,10.0,"Maug Islands region, Northern Mariana Islands",1970
1970-01-01 00:28:22.225327415,49.6652,154.1095,4.1,173.39,"182 km SW of Severo-Kuril’sk, Russia",1970
1970-01-01 00:28:22.224655405,-15.6591,-72.2564,4.0,11.469,"3 km NE of Ayo, Peru",1970
1970-01-01 00:28:22.223258334,59.6767,-153.4135,2.0,116.4,"40 km ESE of Pedro Bay, Alaska",1970
1970-01-01 00:28:22.221886508,20.0515,145.2814,4.8,10.0,"Maug Islands region, Northern Mariana Islands",1970
1970-01-01 00:28:22.221647366,54.3109,-160.1916,2.8,35.0,"115 km S of Sand Point, Alaska",1970
1970-01-01 00:28:22.221203280,-5.4546,152.434,4.5,35.0,"124 km S of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:22.221082998,56.7084,-34.6285,4.5,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.220842419,31.655,-104.389,2.1,7.8026,"57 km S of Whites City, New Mexico",1970
1970-01-01 00:28:22.220056490,-19.979,-175.5324,4.3,188.304,"124 km W of Pangai, Tonga",1970
1970-01-01 00:28:22.219365992,19.9694,145.3114,4.7,10.0,"Maug Islands region, Northern Mariana Islands",1970
1970-01-01 00:28:22.218339627,3.5482,-83.2123,4.4,10.0,off the coast of Central America,1970
1970-01-01 00:28:22.218005747,18.8506,145.8696,4.6,116.701,"Pagan region, Northern Mariana Islands",1970
1970-01-01 00:28:22.217497244,18.8214,146.0987,5.6,95.0,"Pagan region, Northern Mariana Islands",1970
1970-01-01 00:28:22.216759765,52.1453,-175.4064,2.6,106.339,"82 km W of Atka, Alaska",1970
1970-01-01 00:28:22.214967968,-24.0125,-115.398,5.5,10.0,southern East Pacific Rise,1970
1970-01-01 00:28:22.214713686,58.9627,-154.0422,2.1,102.8,"67 km SE of Kokhanok, Alaska",1970
1970-01-01 00:28:22.214360232,56.7005,-34.3689,4.5,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.213193351,51.9268,-175.9678,2.0,71.3,"46 km E of Adak, Alaska",1970
1970-01-01 00:28:22.212298096,8.8225,126.7525,4.4,39.897,"49 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.211380601,51.9607,-171.4466,3.8,35.0,"190 km E of Atka, Alaska",1970
1970-01-01 00:28:22.209689838,66.9214,-142.0912,2.8,12.3,"77 km ENE of Chalkyitsik, Alaska",1970
1970-01-01 00:28:22.209655254,-14.1983,-76.318,4.4,10.0,"37 km S of Paracas, Peru",1970
1970-01-01 00:28:22.209194411,51.6432,178.6101,3.8,30.816,"Rat Islands, Aleutian Islands, Alaska",1970
1970-01-01 00:28:22.209170012,-14.3228,-76.4362,5.7,14.0,"53 km SSW of Paracas, Peru",1970
1970-01-01 00:28:22.208434311,-14.2686,-76.3452,5.1,18.531,"45 km S of Paracas, Peru",1970
1970-01-01 00:28:22.208071334,31.587,-104.548,2.4,6.8771,"66 km NNE of Van Horn, Texas",1970
1970-01-01 00:28:22.207912072,56.7361,-34.1314,4.7,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.206603863,53.9401,-163.5597,2.5,35.0,"102 km S of False Pass, Alaska",1970
1970-01-01 00:28:22.204550395,10.0625,125.7485,4.7,85.352,"17 km NNE of Cagdianao, Philippines",1970
1970-01-01 00:28:22.204458211,51.3811,-177.0273,2.0,34.5,"61 km SSW of Adak, Alaska",1970
1970-01-01 00:28:22.203560936,60.066,-152.6509,2.1,93.9,"52 km WNW of Happy Valley, Alaska",1970
1970-01-01 00:28:22.202443228,9.6103,126.5703,4.3,44.952,"53 km ESE of Union, Philippines",1970
1970-01-01 00:28:22.202241490,0.3584,122.0297,4.4,193.99,"116 km W of Gorontalo, Indonesia",1970
1970-01-01 00:28:22.201953292,35.4865,22.5254,4.2,52.501,"84 km SSW of Kýthira, Greece",1970
1970-01-01 00:28:22.201814880,19.144832611084,-155.457336425781,2.0,31.1800003051758,"6 km SSE of Pāhala, Hawaii",1970
1970-01-01 00:28:22.201814007,52.869,-167.4877,3.4,35.0,"92 km E of Nikolski, Alaska",1970
1970-01-01 00:28:22.200185125,69.4474,-143.9049,2.8,8.2,"77 km S of Kaktovik, Alaska",1970
1970-01-01 00:28:22.198915502,56.774,-34.3939,5.2,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.198769025,56.6397,-34.4653,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.198297000,51.228,156.532,4.6,154.336,"29 km S of Ozernovskiy, Russia",1970
1970-01-01 00:28:22.198201870,19.1641,-68.4436,4.1,155.0,"61 km NNE of Otra Banda, Dominican Republic",1970
1970-01-01 00:28:22.198022197,56.3089,-152.8613,2.6,37.0,"103 km SSE of Old Harbor, Alaska",1970
1970-01-01 00:28:22.197126879,8.6547,127.0148,4.3,10.0,"80 km ESE of Marihatag, Philippines",1970
1970-01-01 00:28:22.196300247,20.2437,145.003,4.2,10.0,"Maug Islands region, Northern Mariana Islands",1970
1970-01-01 00:28:22.195639871,-57.5091,-25.6546,4.5,41.187,South Sandwich Islands region,1970
1970-01-01 00:28:22.195011274,56.7653,-34.2759,4.7,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.194777758,61.0511,-151.4246,3.0,69.1,"15 km W of Tyonek, Alaska",1970
1970-01-01 00:28:22.193948000,36.6028333,-122.0456667,2.28,7.45,"9 km WNW of Del Monte Forest, CA",1970
1970-01-01 00:28:22.193617647,8.7097,126.2525,4.1,65.584,"4 km E of Salvacion, Philippines",1970
1970-01-01 00:28:22.192378196,56.7042,-34.3644,4.7,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.192179233,59.0317,-150.0959,3.1,32.9,"89 km SE of Halibut Cove, Alaska",1970
1970-01-01 00:28:22.190522243,56.7202,-34.3787,4.7,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.189484901,51.3258,179.8357,3.5,35.0,"252 km WSW of Adak, Alaska",1970
1970-01-01 00:28:22.189363216,8.7556,127.3956,4.3,10.0,"120 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.187592550,18.8051666666667,-66.1196666666667,3.14,37.57,"37 km N of San Juan, Puerto Rico",1970
1970-01-01 00:28:22.185823060,19.0416666666667,-66.1275,3.16,45.24,"63 km N of San Juan, Puerto Rico",1970
1970-01-01 00:28:22.185351310,8.5858,126.258,4.1,78.113,"6 km NNE of Gamut, Philippines",1970
1970-01-01 00:28:22.185319444,56.5792,-34.2631,4.7,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.185277802,51.3863,-176.7852,2.8,35.0,"55 km S of Adak, Alaska",1970
1970-01-01 00:28:22.184394608,56.8731,-34.1591,4.5,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.184347139,56.6718,-34.4082,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.183789168,-3.6376,140.6335,5.1,61.048,"115 km S of Abepura, Indonesia",1970
1970-01-01 00:28:22.180998002,12.9791,143.4436,4.5,206.111,"136 km WSW of Merizo Village, Guam",1970
1970-01-01 00:28:22.180378844,53.8105,-166.1836,2.0,80.7,"24 km ESE of Unalaska, Alaska",1970
1970-01-01 00:28:22.180172772,20.1717,145.1643,3.9,10.0,"Maug Islands region, Northern Mariana Islands",1970
1970-01-01 00:28:22.179772548,56.6836,-34.4434,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.179501674,-14.3349,-76.4752,4.5,10.0,"56 km SSW of Paracas, Peru",1970
1970-01-01 00:28:22.179499102,36.3106,69.9711,4.5,144.121,"30 km SSE of Farkhār, Afghanistan",1970
1970-01-01 00:28:22.179066809,8.4222,127.2197,4.5,10.0,"91 km ENE of Barcelona, Philippines",1970
1970-01-01 00:28:22.178801714,62.1851,-150.0284,2.3,42.1,"9 km WNW of Susitna North, Alaska",1970
1970-01-01 00:28:22.178599054,65.4948,-171.8384,2.8,9.3,"6 km W of Lorino, Russia",1970
1970-01-01 00:28:22.178294150,39.3671667,-123.29,2.1,5.85,"7 km SE of Willits, CA",1970
1970-01-01 00:28:22.177912742,17.929,145.8494,4.6,113.782,"Alamagan region, Northern Mariana Islands",1970
1970-01-01 00:28:22.177840123,56.6803,-34.4449,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.177820850,51.7665,-174.185,2.9,59.928,"47 km S of Atka, Alaska",1970
1970-01-01 00:28:22.176415092,56.6021,-34.4838,5.1,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.176350672,56.5637,-34.4461,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.175285028,43.1071,138.2392,4.2,247.994,"165 km WNW of Suttsu, Japan",1970
1970-01-01 00:28:22.174832620,17.93,-66.8995,2.27,7.8,"4 km S of Guánica, Puerto Rico",1970
1970-01-01 00:28:22.174362043,31.671,-104.382,2.5,6.9542,"55 km S of Whites City, New Mexico",1970
1970-01-01 00:28:22.174108711,-5.0796,153.5344,4.5,64.965,"162 km ESE of Kokopo, Papua New Guinea",1970
1970-01-01 00:28:22.173198593,55.3351,-158.7738,2.1,5.1,"68 km SSE of Perryville, Alaska",1970
1970-01-01 00:28:22.172387184,23.5846,64.748,4.2,10.0,"180 km S of Ormara, Pakistan",1970
1970-01-01 00:28:22.171883666,56.6463,-34.2904,5.2,11.357,Reykjanes Ridge,1970
1970-01-01 00:28:22.171750831,-32.494,-69.9668,4.5,112.751,"70 km ENE of Los Andes, Chile",1970
1970-01-01 00:28:22.171508645,56.6535,-34.4026,4.7,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.171342797,54.5787,-163.2975,2.0,7.3,"31 km SSE of False Pass, Alaska",1970
1970-01-01 00:28:22.170889824,-24.0408,69.8746,4.3,10.0,Mid-Indian Ridge,1970
1970-01-01 00:28:22.170861443,9.074,126.5863,4.3,43.965,"36 km ENE of Bacolod, Philippines",1970
1970-01-01 00:28:22.170098191,9.2605,126.4429,4.5,41.596,"27 km E of Cortes, Philippines",1970
1970-01-01 00:28:22.169359464,24.6863,141.1841,4.7,187.955,"Volcano Islands, Japan region",1970
1970-01-01 00:28:22.167604960,55.9619,-155.7434,2.4,4.9,"146 km SW of Akhiok, Alaska",1970
1970-01-01 00:28:22.167095969,9.3528,126.4236,4.6,47.152,"26 km ENE of Cortes, Philippines",1970
1970-01-01 00:28:22.166341264,8.4191,126.6676,4.6,51.636,"37 km E of Hinatuan, Philippines",1970
1970-01-01 00:28:22.166164269,56.7266,-34.5932,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.165695263,57.0411,-34.3541,5.0,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.165513570,19.6133,-64.4673,3.73,53.0,"146 km NNE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:22.165456810,-3.89,151.4232,4.9,10.0,"89 km WNW of Rabaul, Papua New Guinea",1970
1970-01-01 00:28:22.164451047,1.0045,120.7906,4.6,576.502,"234 km NNE of Palu, Indonesia",1970
1970-01-01 00:28:22.164223258,56.7869,-34.4096,4.5,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.163705619,56.6545,-34.4117,4.9,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.163611141,5.9419,127.1164,4.6,74.394,"113 km ESE of Pondaguitan, Philippines",1970
1970-01-01 00:28:22.161081391,8.4895,127.6891,4.6,10.0,"142 km ENE of Barcelona, Philippines",1970
1970-01-01 00:28:22.160535119,56.4446,-34.4951,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.159939880,18.0471666666667,-66.7816666666667,2.43,6.3,"3 km NNE of Guayanilla, Puerto Rico",1970
1970-01-01 00:28:22.159082829,60.6625,-150.7076,2.4,43.0,"14 km NNE of Sterling, Alaska",1970
1970-01-01 00:28:22.159010145,56.6425,-34.426,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.158972492,62.8221,-150.4851,2.1,86.1,"39 km NNE of Petersville, Alaska",1970
1970-01-01 00:28:22.158364310,33.1648333,-115.6456667,2.93,3.42,"13 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.158293360,33.1616667,-115.6563333,3.12,3.35,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.158030924,56.5529,-33.9626,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.157785275,31.612,-104.099,2.1,6.1316,"43 km NW of Toyah, Texas",1970
1970-01-01 00:28:22.157778236,20.1175,145.2001,4.2,10.0,"Maug Islands region, Northern Mariana Islands",1970
1970-01-01 00:28:22.157403560,44.2226,148.6956,4.3,42.816,"129 km SSE of Kuril’sk, Russia",1970
1970-01-01 00:28:22.156548051,45.8896,-74.905,2.3,10.0,"19 km SE of Notre-Dame-du-Mont-Carmel, Canada",1970
1970-01-01 00:28:22.156346701,12.3137,47.4362,4.2,10.0,"152 km NNW of Las Khorey, Somalia",1970
1970-01-01 00:28:22.156281360,12.8231,47.2505,4.1,10.0,"174 km SSE of Khimār, Yemen",1970
1970-01-01 00:28:22.155482172,40.2008,-98.315,2.8,5.0,"11 km SSW of Lawrence, Nebraska",1970
1970-01-01 00:28:22.155322460,18.0145,-66.8253333333333,2.69,13.05,"2 km NNW of Indios, Puerto Rico",1970
1970-01-01 00:28:22.155263791,-25.495,-70.8523,4.3,35.0,"38 km WSW of Taltal, Chile",1970
1970-01-01 00:28:22.155192030,56.6446,-34.3583,4.8,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.155084039,56.3744,-34.3338,4.3,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.154921854,32.314,-101.826,2.5,6.8229,"20 km N of Stanton, Texas",1970
1970-01-01 00:28:22.152743450,38.8151667,-122.819,2.22,2.88,"7 km NW of The Geysers, CA",1970
1970-01-01 00:28:22.152409480,33.1671667,-115.651,2.8,3.93,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.152396910,33.1666667,-115.6581667,2.43,3.11,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.152286430,33.1655,-115.657,3.31,3.25,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.151991033,56.7745,-34.1638,4.9,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.151633182,56.3488,-34.4463,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.151351020,44.6098333333333,-112.579166666667,2.03,8.31,"3 km SSE of Lima, Montana",1970
1970-01-01 00:28:22.151158759,-20.6289,168.8083,4.7,10.0,"130 km SSW of Isangel, Vanuatu",1970
1970-01-01 00:28:22.151087805,1.8063,126.3784,5.0,54.695,"144 km ENE of Bitung, Indonesia",1970
1970-01-01 00:28:22.150773548,56.751,-34.4523,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.150725310,56.5892,-34.4308,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.149952024,-8.0386,117.694,4.1,13.866,"47 km NNE of Pototano, Indonesia",1970
1970-01-01 00:28:22.148330180,56.5365,-34.2273,4.5,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.147699637,-23.9769,-67.2875,4.1,233.05,"102 km WNW of San Antonio de los Cobres, Argentina",1970
1970-01-01 00:28:22.146973200,33.1606667,-115.6558333,2.81,3.2,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.146967590,19.2498340606689,-155.406829833984,2.38,30.6000003814697,"9 km NE of Pāhala, Hawaii",1970
1970-01-01 00:28:22.146876251,56.7049,-34.2966,5.1,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.146664016,35.9524,141.4826,4.4,34.967,"63 km ENE of Hasaki, Japan",1970
1970-01-01 00:28:22.146526140,33.1645,-115.6531667,2.4,3.69,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.146486030,33.1576667,-115.6565,2.66,2.64,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.146394519,56.6212,-34.3155,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.146259160,33.1633333,-115.6576667,2.24,3.52,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.146212440,33.1606667,-115.6608333,2.09,3.49,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.146189846,56.3461,-34.3022,4.5,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.146089590,33.1673333,-115.6593333,2.15,3.48,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.146036950,33.1586667,-115.654,2.42,3.47,"14 km WNW of Calipatria, CA",1970
1970-01-01 00:28:22.145218011,51.519,-176.8241,3.9,45.766,"41 km SSW of Adak, Alaska",1970
1970-01-01 00:28:22.144445456,32.017,-101.382,2.6,0.0245,"10 km S of Forsan, Texas",1970
1970-01-01 00:28:22.142909779,8.849,126.8549,4.2,67.962,"59 km E of Aras-asan, Philippines",1970
1970-01-01 00:28:22.142707838,56.6604,-34.3793,4.9,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.142077285,54.9012,-159.8743,2.1,23.3,"62 km SE of Sand Point, Alaska",1970
1970-01-01 00:28:22.141690970,56.5798,-34.334,5.0,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.141413400,18.0513333333333,-67.1008333333333,2.46,41.7,"2 km WNW of Palmarejo, Puerto Rico",1970
1970-01-01 00:28:22.141347926,59.7375,-153.5886,2.0,129.4,"29 km E of Pedro Bay, Alaska",1970
1970-01-01 00:28:22.140857430,19.9425,-155.579833333333,2.16,26.72,"13 km SE of Waimea, Hawaii",1970
1970-01-01 00:28:22.139757296,31.609,-104.002,2.0,7.9311,"38 km NNW of Toyah, Texas",1970
1970-01-01 00:28:22.139315339,59.9676,-153.4255,2.1,137.0,"43 km ENE of Pedro Bay, Alaska",1970
1970-01-01 00:28:22.139271182,51.6397,-177.1719,2.0,68.5,"45 km SW of Adak, Alaska",1970
1970-01-01 00:28:22.139082702,56.6499,-34.3427,4.6,13.717,Reykjanes Ridge,1970
1970-01-01 00:28:22.138639388,56.249,-34.328,4.5,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.138082390,-6.1868,148.9017,4.5,69.299,"71 km W of Kandrian, Papua New Guinea",1970
1970-01-01 00:28:22.137378535,60.2092,-153.1867,3.3,146.8,"62 km E of Port Alsworth, Alaska",1970
1970-01-01 00:28:22.136131291,44.8142,149.7003,4.4,94.468,"150 km ESE of Kuril’sk, Russia",1970
1970-01-01 00:28:22.136015812,56.7748,-34.6272,4.3,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.134856512,56.5681,-34.3051,4.7,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.134424027,6.2107,126.3149,4.9,62.446,"22 km SE of Pondaguitan, Philippines",1970
1970-01-01 00:28:22.133857624,56.2849,-34.2172,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.133496846,62.8794,-150.4443,3.0,102.0,"45 km NNE of Petersville, Alaska",1970
1970-01-01 00:28:22.133274085,56.4315,-34.4481,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.132770965,9.4103,126.4959,4.2,34.393,"36 km ENE of Cortes, Philippines",1970
1970-01-01 00:28:22.132456876,56.6423,-34.334,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.132075682,56.983,-33.7104,4.1,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.132042410,18.8785,-64.3833,5.7,7.0,"74 km NE of Cruz Bay, U.S. Virgin Islands",1970
1970-01-01 00:28:22.131799913,31.679,-104.428,2.2,6.6971,"55 km S of Whites City, New Mexico",1970
1970-01-01 00:28:22.131324063,63.3029,-147.3661,2.0,5.9,"79 km E of Cantwell, Alaska",1970
1970-01-01 00:28:22.131303987,56.7302,-34.2819,4.6,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.131159565,54.3251,-160.8941,2.8,10.0,"115 km SSW of Sand Point, Alaska",1970
1970-01-01 00:28:22.129532290,56.303,-34.291,4.4,10.0,Reykjanes Ridge,1970
1970-01-01 00:28:22.129285590,19.1493333333333,-155.469,2.07,32.5,"6 km S of Pāhala, Hawaii",1970
1970-01-01 00:28:22.128035130,9.2795,126.5035,4.6,55.544,"34 km E of Cortes, Philippines",1970
1970-01-01 00:28:22.127832266,54.6343,-159.1405,2.4,25.8,"116 km SE of Sand Point, Alaska",1970
